sinistro	data_sinistro	sinistro_mes	sinistro_dia_semana	horario_sinistro	cidade_sinistro	uf_sinistro	mercadoria_grupo	origem_cidade	origem_uf	destino_cidade	destino_uf	valor_carga	motorista_vinculo
Outros	07/05/2018	maio	terça-feira	Madrugada	Guarujá	SP	Laticínios	Uruguai	EX	Bela Vista de Goiás	GO	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	07/05/2018	maio	terça-feira	Noite	Entre Rios	BA	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Arapiraca	AL	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	08/05/2018	maio	terça-feira	Noite	Campina Grande do Sul	PR	Laticínios	Barracão	PR	São Paulo	SP	2 - Até R$ 300.000	Autônomo
Acidente	09/05/2018	maio	terça-feira	Noite	Itaguara	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Contagem	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	09/05/2018	maio	terça-feira	Sem Inf	Mococa	SP	Alimentício	Mococa	SP	Jaú	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/05/2018	maio	terça-feira	Noite	São Paulo	SP	Frigorífico	São Geraldo do Araguaia	PA	Osasco	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/05/2018	maio	terça-feira	Noite	Bragança Paulista	SP	Café	Vila Valério	ES	Jundiaí	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	09/05/2018	maio	terça-feira	Noite	Ortigueira	PR	Frigorífico	Maringá	PR	Paranaguá	PR	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	09/05/2018	maio	terça-feira	Noite	Extrema	MG	Polímeros	Cubatão	SP	Extrema	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	10/05/2018	maio	terça-feira	Noite	Monte Carmelo	MG	Café	Monte Carmelo	MG	Varginha	MG	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	10/05/2018	maio	terça-feira	Noite	Jundiaí	SP	Combustível	Santos	SP	Paulínia	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	11/05/2018	maio	terça-feira	Manhã	Itaquaquecetuba	SP	Confecção/Tecido/Fios	Itaquaquecetuba	SP	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	11/05/2018	maio	terça-feira	Noite	Lamarão	BA	Específicas	Maracanaú	CE	Viana	ES	4 - Até R$ 1.000.000	S/Comprovação
Outros	11/05/2018	maio	terça-feira	Manhã	Contagem	MG	Alimentício	Taboão da Serra	SP	Contagem	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	13/05/2018	maio	quarta-feira	Manhã	Jaguaribe	CE	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Fortaleza	CE	3 - Até R$ 500.000	Agregado
Roubo/Furto	13/05/2018	maio	quarta-feira	Tarde	Itapecerica da Serra	SP	Laticínios	Esperança	RS	Diversos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	14/05/2018	maio	quarta-feira	Manhã	Osasco	SP	Medicamento	Barueri	SP	Osasco	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	15/05/2018	maio	quarta-feira	Manhã	Pedra Preta	MT	Tratores/Empilhadeiras	Piracicaba	SP	Pontes de Lacerda	MT	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	16/05/2018	maio	quarta-feira	Noite	Jundiaí	SP	Material Construção	Diversos	SP	Estiva	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	17/05/2018	maio	quarta-feira	Madrugada	Orlândia	SP	Café	Araguari	MG	Bom Jesus	RS	2 - Até R$ 300.000	Autônomo
Roubo/Furto	17/05/2018	maio	quarta-feira	Manhã	Parelheiros	SP	Veículo	São Bernardo do Campo	SP	Ponta Grossa	PR	3 - Até R$ 500.000	S/Comprovação
Acidente	17/05/2018	maio	quarta-feira	Madrugada	Cambuí	MG	Autopeças	Limeira	SP	Goiana	PR	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	18/05/2018	maio	quarta-feira	Noite	Porto Franco	MA	Café	Londrina	PR	Manaus	AM	2 - Até R$ 300.000	Autônomo
Roubo/Furto	18/05/2018	maio	quarta-feira	Noite	São Lourenço da Serra	SP	Polímeros	Duque de Caxias	RJ	Rio Negro	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/05/2018	maio	quarta-feira	Manhã	Chile	EX	Frigorífico	Chupinguaia	RO	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	20/05/2018	maio	quinta-feira	Tarde	Barra Velha	SC	Pescado	Navegantes	SC	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	20/05/2018	maio	quinta-feira	Noite	Queluz	SP	Café	Mogi Mirim	MG	Santos	SP	3 - Até R$ 500.000	Autônomo
Outros	21/05/2018	maio	quinta-feira	Madrugada	Cabo de Santo Agostinho	PE	Frigorífico	Brasilia	DF	Belo Horizonte	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	21/05/2018	maio	quinta-feira	Sem Inf	Abreu e Lima	PE	Maquinário	Osasco	SP	Abreu e Lima	PE	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	22/05/2018	maio	quinta-feira	Tarde	São Paulo	SP	Confecção/Tecido/Fios	Santa Barbara do Oeste	SP	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	22/05/2018	maio	quinta-feira	Noite	Angicos	RN	Específicas	Jaboatão dos Guararapes	PE	Fortaleza	CE	3 - Até R$ 500.000	Agregado
Outros	22/05/2018	maio	quinta-feira	Madrugada	Cabo de Santo Agostinho	PE	Frigorífico	Brasilia	DF	Palmas	TO	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	23/05/2018	maio	quinta-feira	Noite	Rio de Janeiro	RJ	Computador/Tablet	Rio de Janeiro	RJ	Jundiaí	SP	2 - Até R$ 300.000	Funcionário
Roubo/Furto	29/05/2018	maio	sexta-feira	Manhã	Chile	EX	Frigorífico	Palmeiras de Goiás	GO	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Outros	30/05/2018	maio	sexta-feira	Tarde	Osasco	SP	Laticínios	São jose dos Campos	SP	Osasco	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/05/2018	maio	sexta-feira	Madrugada	São Paulo	SP	Alumínio	Barueri	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Autônomo
Outros	30/05/2018	maio	sexta-feira	Tarde	Chapecó	SC	Frigorífico	Joaçaba	SC	Chapecó	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	30/05/2018	maio	sexta-feira	Manhã	Jandira	SP	Frigorífico	Chile	EX	Jandira	SP	4 - Até R$ 1.000.000	S/Comprovação
Outros	30/05/2018	maio	sexta-feira	Manhã	Jandira	SP	Frigorífico	Chile	EX	Jandira	SP	4 - Até R$ 1.000.000	S/Comprovação
Outros	30/05/2018	maio	sexta-feira	Manhã	Jandira	SP	Frigorífico	Chile	EX	Jandira	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	31/05/2018	maio	sexta-feira	Tarde	Escada	PE	Hig/Limp/Cosm	Ipojuca	PE	Nossa Senhora do Socorro	SE	3 - Até R$ 500.000	S/Comprovação
Acidente	31/05/2018	maio	sexta-feira	Tarde	Nova Santa Rita	RS	Laticínios	Teutonia	RS	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	31/05/2018	maio	sexta-feira	Noite	Area Branca dos Assis	PR	Veículo	Curitiba	PR	Lageado	RS	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	02/06/2018	junho	segunda-feira	Noite	Rosário Oeste	MT	Geral	Cuiabá	MT	Peixoto de Azevedo	MT	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	03/06/2018	junho	terça-feira	Tarde	Blumenau	SC	Específicas	Blumenau	SC	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	04/06/2018	junho	terça-feira	Noite	Maurilândia	GO	Frigorífico	Jataí	GO	Rio de Janeiro	RJ	2 - Até R$ 300.000	Autônomo
Roubo/Furto	04/06/2018	junho	terça-feira	Madrugada	Barueri	SP	Medicamento	Barueri	SP	Diversos	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	04/06/2018	junho	terça-feira	Noite	Cafeara	PR	Alumínio	Itaquaquecetuba	SP	Urussanga	SC	3 - Até R$ 500.000	Autônomo
Outros	04/06/2018	junho	terça-feira	Noite	São Paulo	SP	Medicamento	Suiça	EX	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	05/06/2018	junho	terça-feira	Madrugada	Araçariguama	SP	E-Commerce	Barueri	SP	Lençóis Paulista	SP	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	05/06/2018	junho	terça-feira	Manhã	Cocalzinho de Goiás	GO	Frigorífico	São Geraldo do Araguaia	PA	Rio de Janeiro	RJ	2 - Até R$ 300.000	Autônomo
Roubo/Furto	05/06/2018	junho	terça-feira	Noite	São José do Belmonte	PE	Alimentício	Recife	PE	Francisco Santos	PI	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	05/06/2018	junho	terça-feira	Noite	Nova Odessa	SP	Frigorífico	Mirassol do Oeste	MT	Cariacica	ES	3 - Até R$ 500.000	Autônomo
Roubo/Furto	06/06/2018	junho	terça-feira	Manhã	Pindamonhangaba	SP	Veículo	São Bernardo do Campo	SP	Nova Iguaçú	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	06/06/2018	junho	terça-feira	Madrugada	Rio de Janeiro	RJ	E-Commerce	Seropédica	RJ	Rio de Janeiro	RJ	3 - Até R$ 500.000	Autônomo
Roubo/Furto	06/06/2018	junho	terça-feira	Madrugada	Jundiaí	SP	Alumínio	São Bernardo do Campo	SP	Monte Alegre de Goiás	GO	2 - Até R$ 300.000	Autônomo
Roubo/Furto	07/06/2018	junho	terça-feira	Noite	Tijucas do Sul	PR	Bebidas	Ponta Grossa	PR	Biguaçu	SC	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	07/06/2018	junho	terça-feira	Tarde	Córrego Dantas	MG	Café	Araguari	MG	Varginha	MG	3 - Até R$ 500.000	Autônomo
Outros	08/06/2018	junho	terça-feira	Manhã	Manaus	AM	Alumínio	Pindamonhangaba	SP	Manaus	AM	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	08/06/2018	junho	terça-feira	Noite	Jaguaquara	BA	Doces/Chocolate	Rio Claro	SP	Recife	PE	2 - Até R$ 300.000	Autônomo
Roubo/Furto	08/06/2018	junho	terça-feira	Madrugada	Itatiba	SP	Aço/Ferro	Pinheiral	RJ	Primavera do Leste	MT	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/06/2018	junho	terça-feira	Manhã	Nova Olinda	TO	Tratores/Empilhadeiras	Contagem	MG	Manaus	AM	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	09/06/2018	junho	terça-feira	Manhã	Feira de Santana	BA	Doces/Chocolate	Guarulhos	SP	Recife	PE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	10/06/2018	junho	quarta-feira	Manhã	Fluviópolis	PR	Hig/Limp/Cosm	Argentina	EX	Vinhedo	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	10/06/2018	junho	quarta-feira	Tarde	Araraquara	SP	Frigorífico	Várzea Grande	MT	Campinas	SP	2 - Até R$ 300.000	Autônomo
Roubo/Furto	11/06/2018	junho	quarta-feira	Noite	Caçapava	SP	Tinta/Verniz	Mauá	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	11/06/2018	junho	quarta-feira	Noite	Novo Lino	AL	Hig/Limp/Cosm	Ipojuca	PE	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	11/06/2018	junho	quarta-feira	Tarde	Carvalhos	MG	Hig/Limp/Cosm	Pouso Alegre	MG	Juiz de Fora	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	11/06/2018	junho	quarta-feira	Noite	Salinas	MG	Defensivo Agrícola	Sorocaba	SP	Petrolina	PE	5 - Acima de R$ 1.000.000	Funcionário
Roubo/Furto	11/06/2018	junho	quarta-feira	Madrugada	Araquari	SC	Hig/Limp/Cosm	Argentina	EX	Vinhedo	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	12/06/2018	junho	quarta-feira	Noite	Assú	RN	Eletrodoméstico	Recife	PE	Fortaleza	CE	2 - Até R$ 300.000	Autônomo
Acidente	12/06/2018	junho	quarta-feira	Manhã	Vale do Sol	RS	Medicamento	Aparecida de Goiânia	GO	Santa Cruz do Sul	RS	4 - Até R$ 1.000.000	S/Comprovação
Outros	12/06/2018	junho	quarta-feira	Tarde	Água Doce	SC	Tratores/Empilhadeiras	Curitiba	PR	Diversos	RS	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	13/06/2018	junho	quarta-feira	Noite	Jundiaí	SP	Específicas	Campinas	SP	Jundiaí	SP	5 - Acima de R$ 1.000.000	Funcionário
Roubo/Furto	13/06/2018	junho	quarta-feira	Tarde	Embú das Artes	SP	Polímeros	Joinville	SC	Mairiporã	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	14/06/2018	junho	quarta-feira	Madrugada	Teixeira de Freitas	BA	Alimentício	Santa Maria de Jetiba	ES	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	15/06/2018	junho	quarta-feira	Manhã	São Paulo	SP	Defensivo Agrícola	Franco da Rocha	SP	Barueri	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	15/06/2018	junho	quarta-feira	Noite	Campinas	SP	Alumínio	Pindamonhangaba	SP	Cuiabá	MT	3 - Até R$ 500.000	Autônomo
Acidente	15/06/2018	junho	quarta-feira	Tarde	Ortigueira	PR	Frigorífico	Maringá	PR	Recife	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	16/06/2018	junho	quarta-feira	Madrugada	Boqueirão do Cesário	CE	Alimentício	Cabo de Santo Agostinho	PE	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	16/06/2018	junho	quarta-feira	Madrugada	São Gonçalo	RJ	Eletrônicos	Serra	ES	Nova Iguaçú	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	16/06/2018	junho	quarta-feira	Noite	Mamanguape	PB	Específicas	Fortaleza	CE	João Pessoa	PB	3 - Até R$ 500.000	Agregado
Roubo/Furto	17/06/2018	junho	quinta-feira	Tarde	Juquiá	SP	Eletrodoméstico	Taubaté	SP	Porto Belo	SC	1 - De R$ 100.000 a R$ 200.000	Funcionário
Acidente	17/06/2018	junho	quinta-feira	Manhã	Caarapó	MS	Frigorífico	Tangara da Serra	MT	Chile	EX	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	18/06/2018	junho	quinta-feira	Noite	Pindamonhangaba	SP	Alumínio	Simões Filho	BA	Pindamonhangaba	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	19/06/2018	junho	quinta-feira	Noite	Morrinhos	GO	Hig/Limp/Cosm	Goiânia	GO	Barueri	SP	3 - Até R$ 500.000	Agregado
Roubo/Furto	19/06/2018	junho	quinta-feira	Noite	Aguaí	SP	Combustível	Cubatão	SP	Mococa	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	19/06/2018	junho	quinta-feira	Manhã	Patrocínio	MG	Café	Monte Carmelo	MG	Poços de Caldas	MG	3 - Até R$ 500.000	Funcionário
Acidente	19/06/2018	junho	quinta-feira	Noite	São Bernardo do Campo	SP	Autopeças	Guarulhos	SP	USA	EX	3 - Até R$ 500.000	S/Comprovação
Outros	19/06/2018	junho	quinta-feira	Sem Inf	Mococa	SP	Tratores/Empilhadeiras	Sorocaba	SP	Mococa	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	20/06/2018	junho	quinta-feira	Madrugada	Estreito	MA	Laticínios	Bragança Paulista	SP	São Luiz	MA	3 - Até R$ 500.000	Agregado
Roubo/Furto	20/06/2018	junho	quinta-feira	Tarde	Chile	EX	Frigorífico	Jose Bonifácio	SP	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Acidente	21/06/2018	junho	quinta-feira	Madrugada	Dianopolis	TO	Frigorífico	Redenção	PA	Muquem do São Francisco	BA	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	24/06/2018	junho	sexta-feira	Noite	Valinhos	SP	Laticínios	Cariacica	ES	Guaratingueta	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	24/06/2018	junho	sexta-feira	Noite	Boqueirão do Cesário	CE	Específicas	Jaboatão dos Guararapes	PE	Fortaleza	CE	2 - Até R$ 300.000	Autônomo
Acidente	25/06/2018	junho	sexta-feira	Madrugada	Primavera do Leste	MT	Bebidas	Maceio	AL	Várzea Grande	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	26/06/2018	junho	sexta-feira	Manhã	Jundiaí	SP	Alumínio	São Bernardo do Campo	SP	Buritis	MG	2 - Até R$ 300.000	Autônomo
Roubo/Furto	26/06/2018	junho	sexta-feira	Manhã	Caçapava	SP	Veículo	São Bernardo do Campo	SP	Pouso Alegre	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	26/06/2018	junho	sexta-feira	Tarde	Duque de Caxias	RJ	Óleo Lubrificante	Duque de Caxias	RJ	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	26/06/2018	junho	sexta-feira	Manhã	Itabirito	MG	Computador/Tablet	Rio de Janeiro	RJ	Betim	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	27/06/2018	junho	sexta-feira	Tarde	Rio de Janeiro	RJ	Bebidas	Rio de Janeiro	RJ	Uberlândia	MG	3 - Até R$ 500.000	Agregado
Acidente	27/06/2018	junho	sexta-feira	Noite	Nova Itarana	BA	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Recife	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	28/06/2018	junho	sexta-feira	Tarde	Aparecida	SP	Alumínio	Pindamonhangaba	SP	Teresina	PI	3 - Até R$ 500.000	Autônomo
Roubo/Furto	28/06/2018	junho	sexta-feira	Noite	São Paulo	SP	Laticínios	Paraíso	SC	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	29/06/2018	junho	sexta-feira	Noite	Apucarana	PR	Combustível	Araucária	PR	Dourados	MS	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	29/06/2018	junho	sexta-feira	Noite	Santa Bárbara d' Oeste	SP	Alumínio	São Bernardo do Campo	SP	Buritis	MG	2 - Até R$ 300.000	Autônomo
Roubo/Furto	29/06/2018	junho	sexta-feira	Noite	Jundiaí	SP	Doces/Chocolate	Jundiaí	SP	Belo Horizonte	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	30/06/2018	junho	sexta-feira	Noite	Patrocínio	MG	Específicas	Uberlândia	MG	Colatina	ES	2 - Até R$ 300.000	Autônomo
Acidente	01/07/2018	julho	segunda-feira	Tarde	Jeremoabo	BA	Hig/Limp/Cosm	Ipojuca	PE	Louveira	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	01/07/2018	julho	segunda-feira	Tarde	Atibaia	SP	Polímeros	Camaçari	BA	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	02/07/2018	julho	segunda-feira	Tarde	Pernambuco	PE	Laticínios	Teutonia	RS	Fortaleza	CE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	03/07/2018	julho	segunda-feira	Manhã	Itatiba	SP	Defensivo Agrícola	Guararema	SP	Cuiabá	MT	3 - Até R$ 500.000	Agregado
Roubo/Furto	03/07/2018	julho	segunda-feira	Manhã	Porto Ferreira	SP	Alumínio	São Bernardo do Campo	SP	Buritis	MG	2 - Até R$ 300.000	Autônomo
Roubo/Furto	04/07/2018	julho	segunda-feira	Noite	Alagoinhas	BA	Laticínios	Bragança Paulista	SP	Itabaiana	SE	3 - Até R$ 500.000	Autônomo
Acidente	04/07/2018	julho	segunda-feira	Manhã	Divino	MG	Bebidas	Itú	SP	Governador Valadares	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	05/07/2018	julho	segunda-feira	Noite	Navagantes	SC	Específicas	Brusque	SC	Guarulhos	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	05/07/2018	julho	segunda-feira	Noite	Belford Roxo	RJ	Específicas	Guarulhos	SP	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Outros	05/07/2018	julho	segunda-feira	Sem Inf	Uruguai	EX	Frigorífico	Jose Bonifácio	SP	Uruguai	EX	3 - Até R$ 500.000	S/Comprovação
Acidente	05/07/2018	julho	segunda-feira	Manhã	São Sebastião Paraiso	MG	Café	Alfenas	MG	Avaré	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	06/07/2018	julho	segunda-feira	Madrugada	Araçariguama	SP	Frigorífico	Lençóis Paulista	SP	Santos	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	06/07/2018	julho	segunda-feira	Noite	Jundiaí	SP	Autopeças	Diversos	SP	Campo Largo	PR	5 - Acima de R$ 1.000.000	Autônomo
Roubo/Furto	07/07/2018	julho	segunda-feira	Madrugada	Rio de Janeiro	RJ	E-Commerce	Seropédica	RJ	São Cristovão	RJ	3 - Até R$ 500.000	S/Comprovação
Acidente	08/07/2018	julho	terça-feira	Manhã	Água Doce	SC	Hig/Limp/Cosm	Argentina	EX	Vinhedo	SP	3 - Até R$ 500.000	S/Comprovação
Acidente	09/07/2018	julho	terça-feira	Noite	Laguna	SC	Alumínio	São Francisco do Sul	SC	Piracicaba	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	09/07/2018	julho	terça-feira	Noite	Cordeirópolis	SP	Frigorífico	Rondonópolis	MT	Varginha	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	10/07/2018	julho	terça-feira	Manhã	Salto	SP	E-Commerce	Itapevi	SP	Diversos	SP	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	11/07/2018	julho	terça-feira	Madrugada	Mairiporã	SP	Calçados	Guarulhos	SP	Extrema	MG	4 - Até R$ 1.000.000	Funcionário
Acidente	11/07/2018	julho	terça-feira	Noite	Londrina	PR	Sementes	Londrina	PR	Criciúma	SC	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	11/07/2018	julho	terça-feira	Noite	Feira de Santana	BA	Geral	Floresta	PE	Pombal	PB	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	12/07/2018	julho	terça-feira	Noite	Casa Branca	SP	Defensivo Agrícola	Guararema	SP	Mineiros	GO	2 - Até R$ 300.000	Autônomo
Acidente	12/07/2018	julho	terça-feira	Manhã	Itapoa	SC	Frigorífico	Mandaguari	PR	Itapoa	SC	3 - Até R$ 500.000	S/Comprovação
Acidente	13/07/2018	julho	terça-feira	Tarde	Catuji	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Jaboatão dos Guararapes	PE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	13/07/2018	julho	terça-feira	Madrugada	Juquitiba	SP	Doces/Chocolate	Jundiaí	SP	Santa Maria	RS	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	13/07/2018	julho	terça-feira	Sem Inf	Jacareí	SP	Alimentício	Vila Velha	ES	Curitiba	PR	2 - Até R$ 300.000	Autônomo
Roubo/Furto	13/07/2018	julho	terça-feira	Madrugada	Colombia	EX	Calçados	Colômbia	EX	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	14/07/2018	julho	terça-feira	Manhã	Centralina	MG	Alimentício	Goiânia	GO	Louveira	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	17/07/2018	julho	quarta-feira	Manhã	São Paulo	SP	Laticínios	Terra Nova do Norte	MT	Osasco	SP	3 - Até R$ 500.000	Autônomo
Acidente	17/07/2018	julho	quarta-feira	Tarde	Jaguari	RS	Alimentício	Itaqui	RS	Cajamar	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/07/2018	julho	quarta-feira	Noite	Casa Branca	SP	Defensivo Agrícola	Guararema	SP	Brasilia	DF	2 - Até R$ 300.000	Autônomo
Roubo/Furto	19/07/2018	julho	quarta-feira	Madrugada	Além Paraiba	MG	Frigorífico	Ponte Nova	MG	Rio de Janeiro	RJ	2 - Até R$ 300.000	Funcionário
Roubo/Furto	21/07/2018	julho	quarta-feira	Madrugada	Rio de Janeiro	RJ	E-Commerce	Seropédica	RJ	São Cristovão	RJ	3 - Até R$ 500.000	Agregado
Roubo/Furto	21/07/2018	julho	quarta-feira	Madrugada	Além Paraiba	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Diversas	PI	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	21/07/2018	julho	quarta-feira	Madrugada	Além Paraiba	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	São Luis	MA	3 - Até R$ 500.000	Funcionário
Roubo/Furto	22/07/2018	julho	quinta-feira	Noite	Pouso Alegre	MG	Alimentício	Navegantes	SC	Contagem	MG	3 - Até R$ 500.000	Autônomo
Acidente	22/07/2018	julho	quinta-feira	Manhã	Primavera do Leste	MT	Geral	Cabo de Santo Agostinho	PE	Várzea Grande	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	22/07/2018	julho	quinta-feira	Tarde	Nova Odessa	SP	Hig/Limp/Cosm	Louveira	SP	Cuiabá	MT	3 - Até R$ 500.000	Funcionário
Acidente	22/07/2018	julho	quinta-feira	Manhã	Jequitai	MG	Frigorífico	Boa Esperança do Sul	SP	Belo Cruz	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	23/07/2018	julho	quinta-feira	Tarde	Rio de Janeiro	RJ	Alumínio	Vitória	ES	Pindamonhangaba	SP	4 - Até R$ 1.000.000	Funcionário
Roubo/Furto	23/07/2018	julho	quinta-feira	Noite	Macururé	BA	Fraldas	Goiânia	GO	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	Autônomo
Outros	23/07/2018	julho	quinta-feira	Tarde	Contagem	MG	Autopeças	Betim	MG	Nova Goiana	PE	4 - Até R$ 1.000.000	S/Comprovação
Outros	23/07/2018	julho	quinta-feira	Tarde	Nova Era	MG	Autopeças	Juatuba	MG	Nova Goiana	PE	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	24/07/2018	julho	quinta-feira	Tarde	Rio de Janeiro	RJ	Óleo Lubrificante	Rio de Janeiro	RJ	Jaraguá do Sul	SC	3 - Até R$ 500.000	Funcionário
Roubo/Furto	24/07/2018	julho	quinta-feira	Manhã	Eldorado do Sul	RS	Específicas	Bento Gonçalves	RS	Pelotas	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
