Market;Commodity;Variety;Grade;Price
Vettavalam;Paddy(Dhan)(Common);B P T;FAQ;1702
Vettavalam;Paddy(Dhan)(Common);HMT;FAQ;2562
Vettavalam;Paddy(Dhan)(Common);Other;FAQ;1739
Vettavalam;Paddy(Dhan)(Common);White Ponni;FAQ;1683
Ammoor;Paddy(Dhan)(Common);ADT 36;FAQ;1860
Ammoor;Paddy(Dhan)(Common);ADT 37;FAQ;1923
Ammoor;Paddy(Dhan)(Common);Other;FAQ;1834
Ammoor;Paddy(Dhan)(Common);Sona;FAQ;2016
Chinnasalem;Maize;Other;FAQ;2207
Kallakurichi;Black Gram (Urd Beans)(Whole);Other;FAQ;7115
Kallakurichi;Gingelly Oil;Other;FAQ;9028
Kallakurichi;Groundnut;Other;FAQ;11386
Kallakurichi;Maize;Other;FAQ;2214
Kallakurichi;T.V. Cumbu;Other;FAQ;6975
Thiryagadurgam;Arhar (Tur/Red Gram)(Whole);777 New Ind;FAQ;4101
Thiryagadurgam;Black Gram (Urd Beans)(Whole);Other;FAQ;7090
Thiryagadurgam;Paddy(Dhan)(Common);Other;FAQ;1800
Thiryagadurgam;Paddy(Dhan)(Common);Super Ponni;FAQ;2145
Thiryagadurgam;Paddy(Dhan)(Common);White Ponni;FAQ;2051
Thiryagadurgam;T.V. Cumbu;Other;FAQ;7159
Adilabad;Cotton;Cotton (Unginned);FAQ;7620
Adilabad(Rythu Bazar);Cabbage;Cabbage;FAQ;2000
Adilabad(Rythu Bazar);Cauliflower;African Sarson;FAQ;5000
Adilabad(Rythu Bazar);Green Chilli;Green Chilly;FAQ;6000
Adilabad(Rythu Bazar);Tomato;Other;FAQ;3000
Boath;Cotton;Cotton (Unginned);FAQ;7650
Ichoda;Cotton;Bramha;FAQ;7700
Kuber;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5335
Kuber;Cotton;Cotton (Unginned);FAQ;7750
Nirmal;Cotton;Bramha;FAQ;7600
Sarangapur;Paddy(Dhan)(Common);1001;FAQ;2040
L B Nagar;Banana - Green;Banana - Green;FAQ;2500
L B Nagar;Beetroot;Beetroot;FAQ;1700
L B Nagar;Bhindi(Ladies Finger);Bhindi;FAQ;4500
L B Nagar;Bitter gourd;Bitter Gourd;FAQ;2500
L B Nagar;Bottle gourd;Bottle Gourd;FAQ;900
L B Nagar;Brinjal;Arkasheela Mattigulla;FAQ;1250
L B Nagar;Cabbage;Cabbage;FAQ;500
L B Nagar;Capsicum;Capsicum;FAQ;2500
L B Nagar;Carrot;Carrot;FAQ;1650
L B Nagar;Cauliflower;Cauliflower;FAQ;1500
L B Nagar;Cluster beans;Cluster Beans;FAQ;3500
L B Nagar;Cucumbar(Kheera);Cucumbar;FAQ;1700
L B Nagar;Drumstick;Drumstick;FAQ;2500
L B Nagar;French Beans (Frasbean);French Beans (Frasbean);FAQ;3500
L B Nagar;Green Chilli;Green Chilly;FAQ;1500
L B Nagar;Onion;1st Sort;FAQ;1300
L B Nagar;Potato;(Red Nanital);FAQ;1450
L B Nagar;Snakeguard;Other;FAQ;1000
L B Nagar;Tomato;Deshi;FAQ;1700
Mahboob Manison;Bitter gourd;Bitter Gourd;FAQ;1750
Mahboob Manison;Bottle gourd;Bottle Gourd;FAQ;500
Mahboob Manison;Brinjal;Arkasheela Mattigulla;FAQ;750
Mahboob Manison;Cabbage;Cabbage;FAQ;850
Mahboob Manison;Capsicum;Capsicum;FAQ;3500
Mahboob Manison;Carrot;Carrot;FAQ;1150
Mahboob Manison;Cauliflower;African Sarson;FAQ;1500
Mahboob Manison;Cluster beans;Cluster Beans;FAQ;3000
Mahboob Manison;Dry Chillies;1st Sort;FAQ;14000
Mahboob Manison;Dry Chillies;2nd Sort;FAQ;10000
Mahboob Manison;French Beans (Frasbean);French Beans (Frasbean);FAQ;3250
Mahboob Manison;Green Chilli;Green Chilly;FAQ;2000
Mahboob Manison;Onion;1st Sort;FAQ;1200
Mahboob Manison;Onion;2nd Sort;FAQ;800
Mahboob Manison;Potato;(Red Nanital);FAQ;1000
Mahboob Manison;Tamarind Fruit;Chapathi;FAQ;7000
Mahboob Manison;Tomato;Deshi;FAQ;1400
Mahboob Manison;Turmeric;Bulb;FAQ;7000
Choppadandi;Paddy(Dhan)(Common);I.R.-64;FAQ;2060
Dharmaram;Paddy(Dhan)(Common);1001;FAQ;2040
Gangadhara;Paddy(Dhan)(Common);1001;FAQ;2040
Gopalraopet;Paddy(Dhan)(Common);I.R. 64;FAQ;2060
Karimnagar;Arhar (Tur/Red Gram)(Whole);Local;FAQ;7111
Karimnagar;Beetroot;Beetroot;FAQ;2000
Karimnagar;Bhindi(Ladies Finger);Bhindi;FAQ;4850
Karimnagar;Bitter gourd;Bitter Gourd;FAQ;2000
Karimnagar;Cabbage;Cabbage;FAQ;500
Karimnagar;Capsicum;Capsicum;FAQ;3500
Karimnagar;Carrot;Carrot;FAQ;2000
Karimnagar;Cluster beans;Cluster Beans;FAQ;5100
Karimnagar;Cotton;Cotton (Unginned);FAQ;7059
Karimnagar;French Beans (Frasbean);French Beans (Frasbean);FAQ;1750
Karimnagar;Green Chilli;Green Chilly;FAQ;1850
Karimnagar;Ridgeguard(Tori);Other;FAQ;6850
Karimnagar;Tomato;Hybrid;FAQ;2000
Kataram;Cotton;Cotton (Unginned);FAQ;7200
Koratla;Paddy(Dhan)(Common);MTU-1010;FAQ;2100
Mallial(Cheppial);Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Pudur;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Vemulawada;Paddy(Dhan)(Common);I.R. 64;FAQ;2060
Bhadrachalam;Cotton;Cotton (Unginned);FAQ;7800
Charla;Cotton;Cotton (Unginned);FAQ;8300
Charla;Maize;Other;FAQ;1960
Khammam;Arhar (Tur/Red Gram)(Whole);Local;FAQ;7600
Khammam;Cotton;Cotton (Unginned);FAQ;7550
Khammam;Dry Chillies;Red;FAQ;19500
Khammam;Dry Chillies;Talu;FAQ;9500
Khammam;Groundnut pods (raw);Groundnut pods (raw);FAQ;6850
Madhira;Wood;Subabul;FAQ;370
Alampur;Paddy(Dhan)(Common);Common;FAQ;2066
Atmakur;Paddy(Dhan)(Common);Other;FAQ;2100
Devarakadra;Paddy(Dhan)(Common);Sona;FAQ;2060
Gadwal;Arhar (Tur/Red Gram)(Whole);Local;FAQ;7489
Gadwal;Castor Seed;Other;FAQ;6380
Gadwal;Groundnut;Local;FAQ;5670
Gadwal;Paddy(Dhan)(Common);Sona;FAQ;2059
Gadwal(Lezza);Chili Red;Bold;FAQ;12500
Makthal;Ginger(Dry);Dry;FAQ;1334
Nagarkurnool;Arhar (Tur/Red Gram)(Whole);Local;FAQ;7325
Nagarkurnool;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;7500
Nagarkurnool;Groundnut;Local;FAQ;7402
Wanaparthy town;Groundnut;Local;FAQ;6929
Dubbak;Paddy(Dhan)(Common);I.R.-64;FAQ;2060
Sangareddy;Brinjal;Brinjal;FAQ;1800
Sangareddy;Cabbage;Cabbage;FAQ;1000
Sangareddy;Green Chilli;Green Chilly;FAQ;3000
Sangareddy;Tomato;Deshi;FAQ;1800
Aler;Arhar (Tur/Red Gram)(Whole);777 New Ind;FAQ;6600
Chandur;Paddy(Dhan)(Basmati);1121;FAQ;2060
Chandur(Mungodu);Paddy(Dhan)(Common);I.R. 64;FAQ;2060
Chityal;Cotton;Bramha;FAQ;6080
Chityal;Cotton;RCH-2;FAQ;6080
Chityal;Paddy(Dhan)(Common);MTU-1010;FAQ;2040
Devarakonda;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Devarkonda(Dindi);Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Devarkonda(Mallepalli);Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Halia;Cotton;Cotton (Unginned);FAQ;6380
Halia;Maize;Deshi Red;FAQ;1930
Halia;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Kodad;Paddy(Dhan)(Common);B P T;FAQ;2060
Miryalaguda;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Miryalaguda;Paddy(Dhan)(Common);Samba Masuri;FAQ;2060
Mothkur;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Nakrekal;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Nalgonda;Cotton;RCH-2;FAQ;7150
Ramannapet;Paddy(Dhan)(Common);1001;FAQ;2060
Thungathurthy;Paddy(Dhan)(Common);I.R. 64;FAQ;2060
Tirumalagiri;Arhar (Tur/Red Gram)(Whole);Local;FAQ;6869
Tirumalagiri;Black Gram (Urd Beans)(Whole);Local;FAQ;6664
Tirumalagiri;Cowpea (Lobia/Karamani);Cowpea (Whole);FAQ;5800
Tirumalagiri;Green Gram (Moong)(Whole);Local;FAQ;5611
Tirumalagiri;Groundnut;Local;FAQ;6669
Tirumalagiri;Paddy(Dhan)(Common);I.R. 64;FAQ;1823
Tirumalagiri;Paddy(Dhan)(Common);Samba Masuri;FAQ;2369
Tirumalagiri;Sesamum(Sesame,Gingelly,Til);Black;FAQ;4511
Venkateswarnagar;Beetroot;Beetroot;FAQ;2500
Venkateswarnagar;Bhindi(Ladies Finger);Bhindi;FAQ;4000
Venkateswarnagar;Bottle gourd;Bottle Gourd;FAQ;600
Venkateswarnagar;Brinjal;Brinjal;FAQ;1000
Venkateswarnagar;Cabbage;Cabbage;FAQ;2000
Venkateswarnagar;Cucumbar(Kheera);Other;FAQ;3000
Venkateswarnagar;Green Chilli;Green Chilly;FAQ;1000
Venkateswarnagar;Paddy(Dhan)(Common);1001;FAQ;2060
Venkateswarnagar;Potato;Local;FAQ;2000
Venkateswarnagar;Ridgeguard(Tori);Other;FAQ;2500
Venkateswarnagar;Snakeguard;Other;FAQ;1600
Venkateswarnagar;Tomato;Local;FAQ;1000
Venkateswarnagar(Chintapalli);Paddy(Dhan)(Common);1001;FAQ;2060
Voligonda;Paddy(Dhan)(Common);1001;FAQ;2060
Bhiknoor;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Kamareddy;Maize;Deshi Red;FAQ;1962
Pitlam;Cotton;170-CO2 (Unginned);FAQ;8000
Pitlam;Paddy(Dhan)(Common);MTU-1010;FAQ;2060
Chevella;Brinjal;Other;FAQ;1500
Chevella;Cabbage;Cabbage;FAQ;800
Chevella;Cauliflower;African Sarson;FAQ;1000
Chevella;Green Chilli;Green Chilly;FAQ;4000
Chevella;Tomato;Deshi;FAQ;500
Ibrahimputnam;Brinjal;Arkasheela Mattigulla;FAQ;1500
Ibrahimputnam;Cabbage;Cabbage;FAQ;1200
Ibrahimputnam;Carrot;Carrot;FAQ;2200
Ibrahimputnam;Green Chilli;Green Chilly;FAQ;2500
Ibrahimputnam;Tomato;Deshi;FAQ;1700
Kukatpally(Rythu Bazar);Banana - Green;Banana - Green;FAQ;1000
Kukatpally(Rythu Bazar);Beetroot;Beetroot;FAQ;1500
Kukatpally(Rythu Bazar);Bhindi(Ladies Finger);Bhindi;FAQ;5000
Kukatpally(Rythu Bazar);Bitter gourd;Bitter Gourd;FAQ;3200
Kukatpally(Rythu Bazar);Bottle gourd;Bottle Gourd;FAQ;1300
Kukatpally(Rythu Bazar);Brinjal;Arkasheela Mattigulla;FAQ;1800
Kukatpally(Rythu Bazar);Cabbage;Cabbage;FAQ;1000
Kukatpally(Rythu Bazar);Capsicum;Capsicum;FAQ;4700
Kukatpally(Rythu Bazar);Carrot;Carrot;FAQ;1500
Kukatpally(Rythu Bazar);Cauliflower;African Sarson;FAQ;1800
Kukatpally(Rythu Bazar);Cluster beans;Cluster Beans;FAQ;4000
Kukatpally(Rythu Bazar);Colacasia;Colacasia;FAQ;7000
Kukatpally(Rythu Bazar);Cucumbar(Kheera);Cucumbar;FAQ;3300
Kukatpally(Rythu Bazar);Drumstick;Drumstick;FAQ;5500
Kukatpally(Rythu Bazar);Field Pea;Field Pea;FAQ;2500
Kukatpally(Rythu Bazar);French Beans (Frasbean);French Beans (Frasbean);FAQ;3500
Kukatpally(Rythu Bazar);Green Chilli;Green Chilly;FAQ;3500
Kukatpally(Rythu Bazar);Leafy Vegetable;Leafy Vegetables;FAQ;1600
Kukatpally(Rythu Bazar);Onion;1st Sort;FAQ;1400
Kukatpally(Rythu Bazar);Onion Green;Onion Green;FAQ;2300
Kukatpally(Rythu Bazar);Potato;(Red Nanital);FAQ;1900
Kukatpally(Rythu Bazar);Pumpkin;Other;FAQ;1500
Kukatpally(Rythu Bazar);Ridgeguard(Tori);Other;FAQ;4500
Kukatpally(Rythu Bazar);Snakeguard;Other;FAQ;1800
Kukatpally(Rythu Bazar);Sweet Potato;Hosur Green;FAQ;2300
Kukatpally(Rythu Bazar);Tomato;Deshi;FAQ;1900
Kukatpally(Rythu Bazar);Yam (Ratalu);Other;FAQ;4000
Mehndipatnam(Rythu Bazar);Banana - Green;Banana - Green;FAQ;1000
Mehndipatnam(Rythu Bazar);Beetroot;Beetroot;FAQ;1500
Mehndipatnam(Rythu Bazar);Bhindi(Ladies Finger);Bhindi;FAQ;5000
Mehndipatnam(Rythu Bazar);Bitter gourd;Bitter Gourd;FAQ;3200
Mehndipatnam(Rythu Bazar);Bottle gourd;Bottle Gourd;FAQ;1300
Mehndipatnam(Rythu Bazar);Brinjal;Arkasheela Mattigulla;FAQ;1800
Mehndipatnam(Rythu Bazar);Cabbage;Cabbage;FAQ;1000
Mehndipatnam(Rythu Bazar);Carrot;Carrot;FAQ;1500
Mehndipatnam(Rythu Bazar);Cauliflower;African Sarson;FAQ;1800
Mehndipatnam(Rythu Bazar);Cluster beans;Cluster Beans;FAQ;4000
Mehndipatnam(Rythu Bazar);Colacasia;Colacasia;FAQ;7000
Mehndipatnam(Rythu Bazar);Cucumbar(Kheera);Cucumbar;FAQ;1500
Mehndipatnam(Rythu Bazar);Drumstick;Drumstick;FAQ;600
Mehndipatnam(Rythu Bazar);Field Pea;Field Pea;FAQ;2500
Mehndipatnam(Rythu Bazar);French Beans (Frasbean);French Beans (Frasbean);FAQ;3500
Mehndipatnam(Rythu Bazar);Green Chilli;Green Chilly;FAQ;3500
Mehndipatnam(Rythu Bazar);Leafy Vegetable;Leafy Vegetables;FAQ;2000
Mehndipatnam(Rythu Bazar);Onion;1st Sort;FAQ;1800
Mehndipatnam(Rythu Bazar);Potato;(Red Nanital);FAQ;1900
Mehndipatnam(Rythu Bazar);Ridgeguard(Tori);Other;FAQ;4500
Mehndipatnam(Rythu Bazar);Tomato;Deshi;FAQ;1900
Mehndipatnam(Rythu Bazar);Tomato;Tomato;FAQ;1900
Mehndipatnam(Rythu Bazar);Yam (Ratalu);Other;FAQ;4000
Sardarnagar;Bengal Gram(Gram)(Whole);999;FAQ;4700
Warangal;Apple;Delicious;Large;10000
Warangal;Apple;Delicious;Medium;8000
Warangal;Apple;Delicious;Small;6000
Warangal;Banana;Banana - Ripe;Large;3000
Warangal;Beetroot;Beetroot;FAQ;1650
Warangal;Bhindi(Ladies Finger);Bhindi;FAQ;5750
Warangal;Bitter gourd;Bitter Gourd;FAQ;2350
Warangal;Brinjal;Brinjal;FAQ;1650
Warangal;Cabbage;Cabbage;FAQ;650
Warangal;Capsicum;Capsicum;FAQ;3900
Warangal;Carrot;Carrot;FAQ;1100
Warangal;Cauliflower;Cauliflower;FAQ;2750
Warangal;Chikoos(Sapota);Sapota;Large;1200
Warangal;Cluster beans;Cluster Beans;FAQ;2750
Warangal;Cucumbar(Kheera);Cucumbar;FAQ;2250
Warangal;Field Pea;Field Pea;FAQ;1650
Warangal;French Beans (Frasbean);French Beans (Frasbean);FAQ;3900
Warangal;Grapes;White;Large;4000
Warangal;Green Chilli;Green Chilly;FAQ;1500
Warangal;Karbuja(Musk Melon);Karbhuja;Medium;2000
Warangal;Karbuja(Musk Melon);Karbhuja;Small;1500
Warangal;Karbuja(Musk Melon);Karbhuja;Large;2500
Warangal;Orange;Orange;Large;3000
Warangal;Orange;Orange;Medium;2400
Warangal;Orange;Orange;Small;1000
Warangal;Potato;Potato;FAQ;1900
Warangal;Ridgeguard(Tori);Ridgeguard(Tori);FAQ;5750
Warangal;Tomato;Tomato;FAQ;1350
Warangal;Water Melon;Water Melon;Large;1000
Warangal;Water Melon;Water Melon;Medium;820
Warangal;Water Melon;Water Melon;Small;500
Warangal;Yam (Ratalu);Yam (Ratalu);FAQ;3100
Chowmanu;Bitter gourd;Bitter Gourd;FAQ;11500
Chowmanu;Brinjal;Round/Long;FAQ;1900
Chowmanu;Cucumbar(Kheera);Cucumbar;FAQ;2750
Chowmanu;Green Chilli;Green Chilly;FAQ;7500
Chowmanu;Potato;Jyoti;FAQ;1900
Boxonagar;Banana - Green;Banana - Green;FAQ;5000
Boxonagar;Bitter gourd;Bitter Gourd;FAQ;7500
Boxonagar;Brinjal;Round/Long;FAQ;2200
Boxonagar;Cabbage;Cabbage;FAQ;550
Boxonagar;Cauliflower;Cauliflower;FAQ;800
Boxonagar;Cock;Boiler/Firm(White);FAQ;240
Boxonagar;Cucumbar(Kheera);Cucumbar;FAQ;3000
Boxonagar;Fish;Katla(Big);FAQ;31000
Boxonagar;Fish;Rahu(Local);FAQ;20000
Boxonagar;Ginger(Green);Green Ginger;FAQ;5500
Boxonagar;Green Chilli;Green Chilly;FAQ;6500
Boxonagar;Potato;Other;FAQ;950
Boxonagar;Tomato;Local;FAQ;2000
Sonamura;Banana - Green;Banana - Green;FAQ;5000
Sonamura;Bitter gourd;Bitter Gourd;FAQ;7200
Sonamura;Brinjal;Round/Long;FAQ;2200
Sonamura;Cabbage;Cabbage;FAQ;550
Sonamura;Cauliflower;Cauliflower;FAQ;800
Sonamura;Cock;Boiler/Firm(White);FAQ;240
Sonamura;Cucumbar(Kheera);Cucumbar;FAQ;2800
Sonamura;Fish;Katla(Big);FAQ;31000
Sonamura;Fish;Rahu(Local);FAQ;20000
Sonamura;Ginger(Green);Green Ginger;FAQ;5500
Sonamura;Green Chilli;Green Chilly;FAQ;6500
Sonamura;Potato;Local;FAQ;950
Sonamura;Sweet Potato;Sweet Potato;FAQ;3200
Sonamura;Tomato;Hybrid;FAQ;2000
Pabiacherra;Cucumbar(Kheera);Cucumbar;FAQ;1700
Pabiacherra;Green Chilli;Green Chilly;FAQ;7300
Pabiacherra;Green Peas;Green Peas;FAQ;3900
Pabiacherra;Onion;Nasik;FAQ;1700
Pabiacherra;Potato;Local;FAQ;1800
Pabiacherra;Pumpkin;Pumpkin;FAQ;1700
Pabiacherra;Sweet Potato;Sweet Potato;FAQ;2100
Pabiacherra;Tomato;Local;FAQ;1900
Khairagarh;Bajra(Pearl Millet/Cumbu);Deshi;FAQ;2050
Khairagarh;Brinjal;Round/Long;FAQ;1250
Khairagarh;Cabbage;Cabbage;FAQ;550
Khairagarh;Cauliflower;Cauliflower;FAQ;550
Khairagarh;Mustard;Sarson(Black);FAQ;5500
Khairagarh;Tomato;Deshi;FAQ;850
Samsabad;Garlic;Average;FAQ;2700
Samsabad;Green Chilli;Green Chilly;FAQ;2200
Samsabad;Onion;Red;FAQ;1200
Samsabad;Potato;Potato;FAQ;700
Samsabad;Tomato;Hybrid;FAQ;600
Aligarh;Apple;Delicious;Medium;6200
Aligarh;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6770
Aligarh;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2350
Aligarh;Banana;Banana - Ripe;Medium;2350
Aligarh;Barley (Jau);Dara;FAQ;2860
Aligarh;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5560
Aligarh;Bottle gourd;Bottle Gourd;FAQ;1450
Aligarh;Brinjal;Round;FAQ;1140
Aligarh;Cabbage;Cabbage;FAQ;700
Aligarh;Carrot;Carrot;FAQ;1050
Aligarh;Cauliflower;Cauliflower;FAQ;700
Aligarh;Cowpea(Veg);Cowpea (Veg);FAQ;1400
Aligarh;Cucumbar(Kheera);Cucumbar;FAQ;1800
Aligarh;Ghee;Ghee;FAQ;42500
Aligarh;Ginger(Green);Green Ginger;FAQ;3900
Aligarh;Green Chilli;Green Chilly;FAQ;2140
Aligarh;Green Gram (Moong)(Whole);Local (Whole);FAQ;7200
Aligarh;Guava;Guava;Medium;1850
Aligarh;Gur(Jaggery);Red;FAQ;3350
Aligarh;Lemon;Lemon;FAQ;4500
Aligarh;Lentil (Masur)(Whole);Masoor Gola;FAQ;7250
Aligarh;Maize;Hybrid;FAQ;2360
Aligarh;Mousambi(Sweet Lime);Mousambi;Medium;2900
Aligarh;Mustard;Sarson(Black);FAQ;5300
Aligarh;Mustard Oil;Mustard Oil;FAQ;14250
Aligarh;Onion;Red;FAQ;1360
Aligarh;Paddy(Dhan)(Basmati);1121;FAQ;4200
Aligarh;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;3950
Aligarh;Paddy(Dhan)(Basmati);Sugandha;FAQ;3500
Aligarh;Papaya;Papaya;Medium;2450
Aligarh;Pomegranate;Pomogranate;Medium;6650
Aligarh;Potato;Desi;FAQ;650
Aligarh;Pumpkin;Pumpkin;FAQ;1150
Aligarh;Raddish;Raddish;FAQ;700
Aligarh;Rice;III;FAQ;2950
Aligarh;Tomato;Hybrid;FAQ;810
Aligarh;Wheat;Dara;FAQ;2260
Atrauli;Bottle gourd;Bottle Gourd;FAQ;1150
Atrauli;Brinjal;Brinjal;FAQ;1250
Atrauli;Carrot;Carrot;FAQ;850
Atrauli;Cauliflower;Cauliflower;FAQ;650
Atrauli;Cucumbar(Kheera);Cucumbar;FAQ;1050
Atrauli;Paddy(Dhan)(Basmati);Sugandha;FAQ;3900
Atrauli;Potato;Desi;FAQ;750
Atrauli;Raddish;Raddish;FAQ;550
Charra;Apple;Kasmir/Shimla - II;Medium;6300
Charra;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9950
Charra;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2300
Charra;Banana;Banana - Ripe;Medium;2350
Charra;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9240
Charra;Bottle gourd;Bottle Gourd;FAQ;1400
Charra;Brinjal;Brinjal;FAQ;1150
Charra;Cabbage;Cabbage;FAQ;650
Charra;Carrot;Carrot;FAQ;1000
Charra;Cauliflower;Cauliflower;FAQ;650
Charra;Green Chilli;Green Chilly;FAQ;2140
Charra;Maize;Hybrid;FAQ;2350
Charra;Mustard;Sarson(Black);FAQ;5250
Charra;Mustard Oil;Mustard Oil;FAQ;14250
Charra;Onion;Red;FAQ;1400
Charra;Potato;Desi;FAQ;660
Charra;Pumpkin;Pumpkin;FAQ;1150
Charra;Raddish;Raddish;FAQ;660
Charra;Rice;III;FAQ;2950
Charra;Tomato;Deshi;FAQ;800
Charra;Wheat;Dara;FAQ;2280
Khair;Apple;Delicious;Medium;6150
Khair;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2350
Khair;Banana;Banana - Ripe;Medium;2250
Khair;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5550
Khair;Bottle gourd;Bottle Gourd;FAQ;1340
Khair;Brinjal;Round/Long;FAQ;1100
Khair;Cabbage;Cabbage;FAQ;720
Khair;Carrot;Carrot;FAQ;1050
Khair;Cauliflower;Cauliflower;FAQ;740
Khair;Garlic;Garlic;FAQ;2950
Khair;Ginger(Green);Green Ginger;FAQ;3610
Khair;Grapes;Green;Medium;4450
Khair;Green Chilli;Green Chilly;FAQ;2160
Khair;Gur(Jaggery);Red;FAQ;3400
Khair;Maize;Yellow;FAQ;2360
Khair;Mustard;Sarson(Black);FAQ;5320
Khair;Mustard Oil;Mustard Oil;FAQ;14260
Khair;Onion;Red;FAQ;1320
Khair;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;4120
Khair;Potato;Desi;FAQ;710
Khair;Pumpkin;Pumpkin;FAQ;1150
Khair;Rice;III;FAQ;2960
Khair;Spinach;Spinach;FAQ;830
Khair;Tomato;Hybrid;FAQ;750
Khair;Wheat;Dara;FAQ;2320
Ajuha;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5260
Ajuha;Bottle gourd;Bottle Gourd;FAQ;1280
Ajuha;Brinjal;Brinjal;FAQ;1100
Ajuha;Green Chilli;Green Chilly;FAQ;2520
Ajuha;Mustard;Lohi Black;FAQ;5800
Ajuha;Onion;Red;FAQ;1330
Ajuha;Paddy(Dhan)(Common);Common;FAQ;2040
Ajuha;Potato;Desi;FAQ;620
Ajuha;Pumpkin;Pumpkin;FAQ;1160
Ajuha;Rice;Common;FAQ;2360
Ajuha;Tomato;Deshi;FAQ;700
Ajuha;Wheat;Dara;FAQ;2300
Allahabad;Apple;Kasmir/Shimla - II;Medium;6550
Allahabad;Banana;Banana - Ripe;Medium;2600
Allahabad;Banana - Green;Banana - Green;FAQ;1450
Allahabad;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5250
Allahabad;Bitter gourd;Bitter Gourd;FAQ;3700
Allahabad;Bottle gourd;Bottle Gourd;FAQ;1100
Allahabad;Cabbage;Cabbage;FAQ;1050
Allahabad;Carrot;Carrot;FAQ;1100
Allahabad;Cauliflower;Cauliflower;FAQ;950
Allahabad;Garlic;Desi;FAQ;3155
Allahabad;Ginger(Green);Green Ginger;FAQ;3500
Allahabad;Green Chilli;Green Chilly;FAQ;2500
Allahabad;Guava;Guava Alahabad;Medium;2400
Allahabad;Mousambi(Sweet Lime);Mousambi;Medium;3700
Allahabad;Mustard;Lohi Black;FAQ;5900
Allahabad;Mustard Oil;Mustard Oil;FAQ;15200
Allahabad;Onion;Red;FAQ;1260
Allahabad;Pomegranate;Pomogranate;Medium;7500
Allahabad;Potato;Desi;FAQ;700
Allahabad;Rice;Coarse;FAQ;2425
Allahabad;Tomato;Deshi;FAQ;800
Allahabad;Wheat;Dara;FAQ;2700
Jasra;Apple;Kasmir/Shimla - II;Medium;6550
Jasra;Banana;Banana - Ripe;Medium;2620
Jasra;Brinjal;Round/Long;FAQ;1170
Jasra;Onion;Red;FAQ;1330
Jasra;Pomegranate;Pomogranate;Medium;7575
Jasra;Potato;Desi;FAQ;600
Jasra;Rice;III;FAQ;2400
Jasra;Tomato;Deshi;FAQ;710
Jasra;Wheat;Dara;FAQ;2300
Sirsa;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6625
Sirsa;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5245
Sirsa;Gur(Jaggery);Red;FAQ;3400
Sirsa;Mustard;Lohi Black;FAQ;5855
Sirsa;Paddy(Dhan)(Common);Common;FAQ;2040
Sirsa;Potato;Desi;FAQ;612
Sirsa;Rice;III;FAQ;2380
Sirsa;Tomato;Deshi;FAQ;710
Sirsa;Wheat;Dara;FAQ;2375
Akbarpur;Apple;Delicious;Medium;6650
Akbarpur;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10400
Akbarpur;Banana;Banana - Ripe;Medium;3000
Akbarpur;Banana - Green;Banana - Green;FAQ;1660
Akbarpur;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;5810
Akbarpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5510
Akbarpur;Bottle gourd;Bottle Gourd;FAQ;2210
Akbarpur;Brinjal;Round/Long;FAQ;1510
Akbarpur;Cabbage;Cabbage;FAQ;610
Akbarpur;Capsicum;Capsicum;FAQ;2410
Akbarpur;Carrot;Carrot;FAQ;1610
Akbarpur;Cauliflower;Cauliflower;FAQ;720
Akbarpur;Cucumbar(Kheera);Cucumbar;FAQ;2010
Akbarpur;Field Pea;Field Pea;FAQ;1910
Akbarpur;Garlic;Desi;FAQ;4110
Akbarpur;Ginger(Green);Green Ginger;FAQ;4480
Akbarpur;Green Chilli;Green Chilly;FAQ;3610
Akbarpur;Lemon;Lemon;FAQ;4250
